Shipment_ID,Order_ID,Container_No,Shipping_Date,Arrival_Date,Port,Destination_Country,Shipping_Cost,Delay_Days,Shipment_Status
SHIP00255,ORD00441,CONT15340,2025-09-23,2025-10-12,Tuticorin Port,USA,61203,1,In Transit
SHIP00256,ORD02036,CONT82893,2024-03-12,2024-04-20,Tuticorin Port,Japan,136813,5,Delivered
SHIP00257,ORD01639,CONT11170,2024-02-27,2024-04-06,Tuticorin Port,Vietnam,123136,4,In Transit
SHIP00258,ORD02033,CONT19763,2024-04-22,2024-05-24,Tuticorin Port,Vietnam,93779,7,Delivered
SHIP00259,ORD02468,CONT58911,2024-11-29,2025-01-04,Tuticorin Port,Vietnam,35626,9,Delivered
SHIP00260,ORD01099,CONT49519,2025-03-18,2025-05-01,Tuticorin Port,South Korea,104990,7,Delivered
SHIP00261,ORD01297,CONT89318,2025-07-31,2025-08-26,Tuticorin Port,China,39412,7,Delivered
SHIP00262,ORD02139,CONT66762,2024-11-11,2024-12-09,Tuticorin Port,China,80261,8,Delivered
SHIP00263,ORD01924,CONT52669,2024-09-07,2024-10-22,Chennai Port,South Korea,114018,3,Delivered
SHIP00264,ORD02132,CONT12772,2024-04-09,2024-05-18,Chennai Port,South Korea,142540,1,In Transit
SHIP00265,ORD00362,CONT73853,2025-03-04,2025-04-15,Chennai Port,UK,128677,1,Delivered
SHIP00266,ORD01654,CONT88462,2025-01-19,2025-02-13,Tuticorin Port,China,143250,2,In Transit
SHIP00267,ORD02927,CONT84014,2024-08-18,2024-09-26,Chennai Port,Japan,82824,2,Delivered
SHIP00268,ORD01856,CONT57180,2025-05-17,2025-06-04,Tuticorin Port,Vietnam,114902,1,In Transit
SHIP00269,ORD00973,CONT71389,2024-05-16,2024-06-16,Chennai Port,USA,148141,9,Delivered
SHIP00270,ORD02512,CONT67978,2025-08-07,2025-09-16,Tuticorin Port,Italy,49388,3,Delivered
SHIP00271,ORD02782,CONT67465,2025-07-13,2025-08-06,Chennai Port,USA,129259,10,Delivered
SHIP00272,ORD01531,CONT82066,2024-09-06,2024-10-18,Tuticorin Port,UK,41957,10,Delivered
SHIP00273,ORD01524,CONT52339,2024-07-18,2024-08-30,Chennai Port,UK,132622,1,Delivered
SHIP00274,ORD02876,CONT98628,2025-06-13,2025-06-29,Tuticorin Port,Japan,43337,0,In Transit
SHIP00275,ORD00488,CONT34710,2024-03-15,2024-04-02,Chennai Port,China,53422,9,In Transit
SHIP00276,ORD01622,CONT54913,2024-04-14,2024-05-15,Tuticorin Port,Spain,33201,10,In Transit
SHIP00277,ORD00629,CONT17248,2024-01-14,2024-02-28,Chennai Port,Vietnam,75090,2,In Transit
SHIP00278,ORD02408,CONT92585,2024-03-25,2024-04-18,Chennai Port,Italy,132268,10,In Transit
SHIP00279,ORD02043,CONT53307,2024-02-18,2024-03-16,Chennai Port,Japan,40028,7,Delivered
SHIP00280,ORD00207,CONT22413,2024-10-27,2024-12-08,Chennai Port,UK,125405,9,In Transit
SHIP00281,ORD00689,CONT22913,2025-11-10,2025-12-20,Tuticorin Port,Italy,118670,2,In Transit
SHIP00282,ORD01890,CONT57351,2025-07-13,2025-08-21,Tuticorin Port,UK,70606,10,In Transit
SHIP00283,ORD00496,CONT39555,2024-06-07,2024-07-12,Tuticorin Port,China,92923,10,Delivered
SHIP00284,ORD01325,CONT99052,2025-03-31,2025-05-07,Chennai Port,France,49597,0,Delivered
SHIP00285,ORD02370,CONT16107,2025-08-25,2025-09-22,Tuticorin Port,China,41879,1,In Transit
SHIP00286,ORD00159,CONT30394,2025-10-01,2025-11-08,Tuticorin Port,Italy,133384,10,Delivered
SHIP00287,ORD00138,CONT25936,2024-02-19,2024-03-22,Chennai Port,Vietnam,74625,7,In Transit
SHIP00288,ORD00127,CONT65669,2024-03-03,2024-04-09,Tuticorin Port,France,111888,5,In Transit
SHIP00289,ORD01697,CONT13340,2024-06-30,2024-07-17,Chennai Port,South Korea,144136,7,In Transit
SHIP00290,ORD01431,CONT33594,2024-08-13,2024-09-12,Chennai Port,Spain,83394,10,Delivered
SHIP00291,ORD00136,CONT65585,2025-03-24,2025-04-15,Tuticorin Port,Japan,133688,6,Delivered
SHIP00292,ORD02717,CONT18155,2024-03-23,2024-04-21,Tuticorin Port,South Korea,94119,5,Delivered
SHIP00293,ORD00862,CONT73536,2025-04-08,2025-05-18,Chennai Port,South Korea,64589,3,In Transit
SHIP00294,ORD02421,CONT98943,2024-09-30,2024-11-14,Tuticorin Port,Germany,50661,9,Delivered
SHIP00295,ORD01558,CONT98107,2024-04-28,2024-05-15,Tuticorin Port,USA,40305,4,In Transit
SHIP00296,ORD00060,CONT94538,2025-04-15,2025-05-13,Tuticorin Port,South Korea,40201,10,Delivered
SHIP00297,ORD00058,CONT63920,2025-09-19,2025-10-21,Tuticorin Port,South Korea,120486,3,In Transit
SHIP00298,ORD00088,CONT65955,2025-02-18,2025-03-24,Chennai Port,Vietnam,111027,7,In Transit
SHIP00299,ORD01707,CONT43849,2025-07-24,2025-08-12,Tuticorin Port,South Korea,73750,5,Delivered
SHIP00300,ORD01433,CONT83641,2025-10-23,2025-12-06,Tuticorin Port,Germany,49554,10,Delivered
SHIP00301,ORD02089,CONT20687,2024-04-15,2024-05-17,Tuticorin Port,Spain,67915,7,Delivered
SHIP00302,ORD01672,CONT26524,2024-12-02,2025-01-14,Tuticorin Port,USA,57238,9,Delivered
SHIP00303,ORD00199,CONT23994,2025-05-02,2025-05-26,Tuticorin Port,South Korea,40824,1,Delivered
SHIP00304,ORD01708,CONT48634,2025-03-10,2025-04-23,Chennai Port,South Korea,139776,10,In Transit
SHIP00305,ORD01486,CONT31438,2024-05-25,2024-07-02,Chennai Port,Germany,43278,3,Delivered
SHIP00306,ORD00350,CONT61124,2025-04-26,2025-05-18,Chennai Port,China,114578,9,In Transit
SHIP00307,ORD00133,CONT91040,2024-04-21,2024-05-20,Tuticorin Port,Vietnam,97484,2,Delivered
SHIP00308,ORD00446,CONT53318,2024-06-30,2024-08-02,Chennai Port,Italy,61482,1,In Transit
SHIP00309,ORD00902,CONT75395,2025-11-25,2025-12-30,Tuticorin Port,UK,135945,9,Delivered
SHIP00310,ORD02231,CONT66253,2024-10-11,2024-10-28,Chennai Port,Germany,74211,7,Delivered
SHIP00311,ORD02424,CONT17304,2024-11-08,2024-12-09,Chennai Port,Italy,125806,10,In Transit
SHIP00312,ORD02920,CONT99137,2024-09-21,2024-10-23,Chennai Port,China,58244,7,Delivered
SHIP00313,ORD00858,CONT42781,2024-06-09,2024-06-29,Chennai Port,Italy,125491,6,Delivered
SHIP00314,ORD01523,CONT46828,2024-10-12,2024-11-08,Chennai Port,Japan,30392,1,Delivered
SHIP00315,ORD01384,CONT43435,2025-01-09,2025-01-31,Tuticorin Port,UK,132962,8,In Transit
SHIP00316,ORD00444,CONT26856,2025-09-24,2025-10-31,Tuticorin Port,USA,60526,7,Delivered
SHIP00317,ORD00269,CONT98847,2024-06-26,2024-07-12,Tuticorin Port,USA,136673,4,Delivered
SHIP00318,ORD01064,CONT64005,2024-10-17,2024-11-09,Chennai Port,Japan,111455,2,Delivered
SHIP00319,ORD01633,CONT72082,2024-10-25,2024-11-22,Tuticorin Port,Italy,73980,10,Delivered
SHIP00320,ORD02144,CONT48956,2025-02-06,2025-03-23,Tuticorin Port,Vietnam,49859,7,Delivered
SHIP00321,ORD02248,CONT21623,2025-11-14,2025-12-05,Tuticorin Port,France,88804,5,In Transit
SHIP00322,ORD00264,CONT81927,2024-04-03,2024-04-24,Chennai Port,Spain,131258,2,Delivered
SHIP00323,ORD00676,CONT90618,2024-07-31,2024-09-07,Tuticorin Port,France,74737,3,In Transit
SHIP00324,ORD00674,CONT59646,2025-10-19,2025-11-26,Tuticorin Port,South Korea,44426,4,In Transit
SHIP00325,ORD01366,CONT98805,2025-11-01,2025-12-09,Tuticorin Port,Italy,55344,7,In Transit
SHIP00326,ORD01171,CONT26333,2025-05-09,2025-06-18,Chennai Port,USA,131451,1,Delivered
SHIP00327,ORD00401,CONT61922,2024-07-20,2024-08-27,Tuticorin Port,Italy,124757,0,Delivered
SHIP00328,ORD01619,CONT39984,2024-02-15,2024-03-19,Chennai Port,Spain,105829,4,Delivered
SHIP00329,ORD00146,CONT63654,2025-09-03,2025-10-08,Chennai Port,Japan,56547,0,In Transit
SHIP00330,ORD00018,CONT59155,2025-02-26,2025-03-22,Tuticorin Port,Japan,72006,3,In Transit
SHIP00331,ORD02507,CONT74830,2025-08-30,2025-09-21,Chennai Port,Italy,38731,9,Delivered
SHIP00332,ORD02966,CONT86138,2025-01-17,2025-02-19,Chennai Port,South Korea,122915,6,Delivered
SHIP00333,ORD00609,CONT46283,2025-02-03,2025-02-23,Chennai Port,Japan,149629,9,Delivered
SHIP00334,ORD02682,CONT65027,2025-03-22,2025-04-14,Tuticorin Port,South Korea,99520,8,Delivered
SHIP00335,ORD01299,CONT46998,2025-09-30,2025-10-28,Chennai Port,Vietnam,149432,4,Delivered
SHIP00336,ORD00415,CONT62595,2024-08-30,2024-10-07,Chennai Port,Germany,126786,10,Delivered
SHIP00337,ORD01759,CONT18278,2024-02-06,2024-03-08,Chennai Port,Germany,133160,8,Delivered
SHIP00338,ORD01383,CONT99710,2024-03-01,2024-04-03,Chennai Port,France,107025,7,In Transit
SHIP00339,ORD01655,CONT51930,2025-02-25,2025-03-29,Chennai Port,South Korea,43244,6,Delivered
SHIP00340,ORD00260,CONT70900,2024-08-21,2024-09-28,Tuticorin Port,USA,48129,0,In Transit
SHIP00341,ORD00856,CONT81583,2024-10-28,2024-11-13,Chennai Port,UK,104734,7,Delivered
SHIP00342,ORD01319,CONT75981,2024-04-14,2024-05-02,Chennai Port,UK,124527,8,In Transit
SHIP00343,ORD02918,CONT31518,2025-02-14,2025-03-31,Tuticorin Port,Vietnam,137285,5,In Transit
SHIP00344,ORD02706,CONT13103,2024-02-18,2024-03-19,Tuticorin Port,Spain,100538,4,In Transit
SHIP00345,ORD01419,CONT83319,2024-01-13,2024-02-03,Chennai Port,South Korea,132738,10,In Transit
SHIP00346,ORD01225,CONT89310,2024-05-25,2024-06-29,Chennai Port,Germany,32554,0,Delivered
SHIP00347,ORD01242,CONT94237,2025-07-18,2025-08-24,Tuticorin Port,Italy,71835,9,Delivered
SHIP00348,ORD00405,CONT81959,2025-04-12,2025-05-02,Tuticorin Port,Italy,86196,4,Delivered
SHIP00349,ORD01281,CONT29631,2025-04-08,2025-05-19,Tuticorin Port,Vietnam,145260,9,Delivered
SHIP00350,ORD00458,CONT35129,2024-02-06,2024-03-18,Tuticorin Port,Japan,145349,9,Delivered
SHIP00351,ORD00063,CONT49445,2024-11-04,2024-12-16,Chennai Port,USA,66951,3,Delivered
SHIP00352,ORD01140,CONT71042,2024-11-14,2024-12-09,Tuticorin Port,Spain,66591,3,Delivered
SHIP00353,ORD01252,CONT92078,2025-07-01,2025-07-29,Tuticorin Port,Spain,136368,0,Delivered
SHIP00354,ORD00749,CONT41476,2024-04-01,2024-05-05,Chennai Port,France,53381,6,In Transit
SHIP00355,ORD02850,CONT35633,2024-05-09,2024-06-08,Tuticorin Port,Spain,139089,2,In Transit
SHIP00356,ORD00347,CONT44763,2024-09-29,2024-11-04,Tuticorin Port,Germany,34224,9,Delivered
SHIP00357,ORD01299,CONT62148,2025-04-22,2025-05-17,Chennai Port,South Korea,81536,4,Delivered
SHIP00358,ORD00074,CONT75758,2024-06-17,2024-07-14,Tuticorin Port,China,113756,2,Delivered
SHIP00359,ORD00456,CONT83741,2024-08-30,2024-09-19,Tuticorin Port,UK,71659,9,In Transit
SHIP00360,ORD01995,CONT34300,2024-09-07,2024-10-12,Chennai Port,France,124122,2,In Transit
SHIP00361,ORD00153,CONT82126,2024-08-27,2024-09-21,Chennai Port,USA,81232,5,Delivered
SHIP00362,ORD00564,CONT56090,2024-02-22,2024-04-03,Tuticorin Port,UK,124329,7,Delivered
SHIP00363,ORD00689,CONT89351,2024-11-27,2024-12-15,Chennai Port,South Korea,44241,2,Delivered
SHIP00364,ORD01958,CONT94746,2024-01-31,2024-03-13,Chennai Port,China,142091,0,In Transit
SHIP00365,ORD00158,CONT21450,2024-05-17,2024-06-02,Chennai Port,USA,118719,10,In Transit
SHIP00366,ORD01805,CONT25189,2024-11-11,2024-12-18,Tuticorin Port,China,105250,8,Delivered
SHIP00367,ORD01812,CONT39678,2025-05-14,2025-06-28,Tuticorin Port,USA,88654,1,Delivered
SHIP00368,ORD00397,CONT23170,2024-07-22,2024-08-11,Chennai Port,UK,127897,4,Delivered
SHIP00369,ORD02556,CONT13662,2024-01-26,2024-03-02,Tuticorin Port,USA,138508,3,In Transit
SHIP00370,ORD01399,CONT12799,2024-02-26,2024-04-08,Tuticorin Port,Spain,76516,10,Delivered
SHIP00371,ORD01483,CONT85474,2025-06-27,2025-07-30,Tuticorin Port,South Korea,108981,8,Delivered
SHIP00372,ORD02498,CONT23443,2024-05-24,2024-06-14,Tuticorin Port,France,67040,0,In Transit
SHIP00373,ORD00876,CONT23698,2024-01-09,2024-02-10,Chennai Port,Spain,59802,3,Delivered
SHIP00374,ORD01518,CONT70437,2024-10-29,2024-11-26,Chennai Port,Spain,37616,7,In Transit
SHIP00375,ORD00622,CONT34070,2024-02-19,2024-03-14,Tuticorin Port,UK,105101,0,Delivered
SHIP00376,ORD00584,CONT26947,2025-05-11,2025-05-31,Chennai Port,Vietnam,115622,7,Delivered
SHIP00377,ORD01036,CONT79359,2025-09-20,2025-10-16,Tuticorin Port,Japan,57287,10,Delivered
SHIP00378,ORD00699,CONT83735,2025-09-11,2025-10-24,Tuticorin Port,China,44338,5,Delivered
SHIP00379,ORD01201,CONT18156,2024-06-01,2024-07-06,Chennai Port,UK,96922,2,Delivered
SHIP00380,ORD00783,CONT15678,2024-07-18,2024-08-24,Tuticorin Port,USA,112398,8,Delivered
SHIP00381,ORD02124,CONT49951,2025-04-04,2025-05-09,Tuticorin Port,Spain,148714,9,In Transit
SHIP00382,ORD02589,CONT25563,2025-08-16,2025-09-13,Chennai Port,UK,142094,3,In Transit
SHIP00383,ORD00563,CONT99847,2024-12-30,2025-01-25,Chennai Port,Vietnam,98455,5,In Transit
SHIP00384,ORD01826,CONT42500,2024-03-09,2024-04-10,Chennai Port,South Korea,119563,10,In Transit
SHIP00385,ORD00047,CONT32003,2025-10-03,2025-11-17,Chennai Port,UK,94579,3,In Transit
SHIP00386,ORD01581,CONT87708,2024-02-06,2024-03-22,Tuticorin Port,Spain,51302,6,In Transit
SHIP00387,ORD00407,CONT51316,2024-09-08,2024-10-06,Tuticorin Port,France,125910,6,In Transit
SHIP00388,ORD02318,CONT48961,2024-08-01,2024-08-25,Tuticorin Port,Japan,149854,2,In Transit
SHIP00389,ORD02488,CONT11751,2024-01-13,2024-01-28,Tuticorin Port,Italy,132359,5,Delivered
SHIP00390,ORD02303,CONT90239,2025-06-29,2025-08-04,Chennai Port,UK,137986,8,In Transit
SHIP00391,ORD01359,CONT13297,2025-08-23,2025-09-14,Chennai Port,Germany,122094,6,In Transit
SHIP00392,ORD02405,CONT12198,2025-03-02,2025-03-21,Chennai Port,Italy,101722,2,In Transit
SHIP00393,ORD02891,CONT10223,2024-04-13,2024-05-21,Chennai Port,Germany,117043,6,Delivered
SHIP00394,ORD00542,CONT99579,2025-03-25,2025-04-25,Tuticorin Port,Vietnam,110584,1,Delivered
SHIP00395,ORD02943,CONT24772,2024-11-30,2024-12-17,Chennai Port,Vietnam,138683,6,In Transit
SHIP00396,ORD01105,CONT90416,2025-08-02,2025-09-11,Tuticorin Port,South Korea,30165,2,Delivered
SHIP00397,ORD02021,CONT94062,2025-06-14,2025-07-24,Chennai Port,France,66382,1,Delivered
SHIP00398,ORD01881,CONT15081,2024-06-06,2024-06-28,Tuticorin Port,Italy,75437,8,In Transit
SHIP00399,ORD00753,CONT74990,2025-10-10,2025-11-05,Chennai Port,South Korea,80517,0,In Transit
SHIP00400,ORD01763,CONT36393,2025-08-29,2025-09-17,Tuticorin Port,Germany,112064,10,In Transit
SHIP00401,ORD00062,CONT97395,2025-04-01,2025-05-03,Tuticorin Port,Italy,49673,4,In Transit
SHIP00402,ORD01731,CONT55854,2025-09-18,2025-10-14,Chennai Port,USA,125346,0,Delivered
SHIP00403,ORD02269,CONT51773,2024-03-17,2024-04-26,Tuticorin Port,South Korea,37056,5,Delivered
SHIP00404,ORD00145,CONT83878,2024-07-06,2024-08-09,Tuticorin Port,France,88893,0,Delivered
SHIP00405,ORD01136,CONT73260,2024-04-20,2024-05-09,Chennai Port,Vietnam,36919,8,Delivered
SHIP00406,ORD01087,CONT87507,2025-06-22,2025-07-23,Tuticorin Port,South Korea,69835,5,In Transit
SHIP00407,ORD00510,CONT15400,2024-11-15,2024-12-29,Tuticorin Port,South Korea,64566,0,In Transit
SHIP00408,ORD00325,CONT88181,2024-01-10,2024-02-01,Tuticorin Port,Spain,97794,10,Delivered
SHIP00409,ORD02541,CONT71693,2024-11-21,2024-12-30,Tuticorin Port,USA,128644,9,In Transit
SHIP00410,ORD01790,CONT26664,2024-07-19,2024-08-08,Chennai Port,South Korea,135955,1,In Transit
SHIP00411,ORD00992,CONT86866,2025-05-10,2025-06-07,Tuticorin Port,USA,108414,4,In Transit
SHIP00412,ORD01354,CONT96476,2024-09-08,2024-10-20,Chennai Port,Japan,32577,4,Delivered
SHIP00413,ORD01242,CONT46228,2024-04-24,2024-05-23,Tuticorin Port,Japan,111841,9,In Transit
SHIP00414,ORD01791,CONT10938,2025-03-26,2025-05-03,Chennai Port,France,53084,4,In Transit
SHIP00415,ORD00005,CONT72623,2025-01-06,2025-02-15,Tuticorin Port,Italy,87151,3,In Transit
SHIP00416,ORD01218,CONT32591,2025-04-20,2025-05-18,Tuticorin Port,USA,108357,9,In Transit
SHIP00417,ORD02807,CONT83673,2024-10-22,2024-11-09,Tuticorin Port,USA,81576,3,Delivered
SHIP00418,ORD00111,CONT87231,2024-04-06,2024-05-17,Tuticorin Port,USA,107525,4,In Transit
SHIP00419,ORD00144,CONT95169,2025-02-04,2025-03-04,Tuticorin Port,France,84349,10,Delivered
SHIP00420,ORD01440,CONT98463,2024-02-03,2024-03-06,Tuticorin Port,Italy,71769,4,In Transit
SHIP00421,ORD00258,CONT96445,2024-11-30,2024-12-28,Tuticorin Port,Vietnam,97348,7,In Transit
SHIP00422,ORD00323,CONT22306,2025-09-28,2025-10-29,Tuticorin Port,China,43540,6,In Transit
SHIP00423,ORD00992,CONT32459,2024-06-28,2024-08-03,Chennai Port,Germany,127618,5,In Transit
SHIP00424,ORD02326,CONT65227,2025-06-08,2025-07-14,Chennai Port,USA,111978,7,In Transit
SHIP00425,ORD02529,CONT23677,2025-07-16,2025-08-28,Chennai Port,China,132318,3,Delivered
SHIP00426,ORD00128,CONT42455,2024-11-27,2025-01-08,Chennai Port,Spain,60791,0,In Transit
SHIP00427,ORD01000,CONT95309,2025-08-21,2025-09-13,Chennai Port,China,92200,2,In Transit
SHIP00428,ORD02985,CONT91093,2024-01-08,2024-01-27,Chennai Port,UK,78086,5,Delivered
SHIP00429,ORD02367,CONT16805,2024-08-05,2024-09-19,Tuticorin Port,Spain,134712,7,In Transit
SHIP00430,ORD01712,CONT36801,2024-04-25,2024-06-04,Tuticorin Port,Vietnam,65358,10,In Transit
SHIP00431,ORD01901,CONT35660,2025-02-02,2025-02-17,Chennai Port,France,135977,9,Delivered
SHIP00432,ORD02237,CONT65786,2024-03-04,2024-04-09,Tuticorin Port,Spain,138795,8,In Transit
SHIP00433,ORD01813,CONT88566,2025-07-03,2025-07-21,Chennai Port,Vietnam,74781,0,In Transit
SHIP00434,ORD02124,CONT53073,2024-11-14,2024-12-08,Chennai Port,Spain,84665,2,Delivered
SHIP00435,ORD02542,CONT36413,2024-10-11,2024-11-12,Tuticorin Port,Vietnam,30771,9,Delivered
SHIP00436,ORD02245,CONT43280,2024-04-01,2024-04-23,Chennai Port,Spain,134248,9,Delivered
SHIP00437,ORD01760,CONT76121,2025-07-10,2025-07-30,Chennai Port,Vietnam,39789,7,In Transit
SHIP00438,ORD01850,CONT23151,2024-09-08,2024-10-20,Tuticorin Port,Vietnam,39931,7,Delivered
SHIP00439,ORD01403,CONT64796,2024-12-16,2025-01-18,Chennai Port,China,145735,9,In Transit
SHIP00440,ORD01528,CONT62625,2024-02-14,2024-03-09,Chennai Port,Japan,140102,6,In Transit
SHIP00441,ORD00627,CONT95064,2025-07-03,2025-08-13,Tuticorin Port,France,50598,2,In Transit
SHIP00442,ORD00484,CONT68059,2024-01-29,2024-02-18,Chennai Port,USA,78651,5,In Transit
SHIP00443,ORD02847,CONT67804,2025-08-21,2025-09-26,Chennai Port,UK,73995,6,Delivered
SHIP00444,ORD01167,CONT95410,2024-10-26,2024-12-10,Tuticorin Port,France,40856,7,Delivered
SHIP00445,ORD00152,CONT51602,2025-04-01,2025-04-20,Tuticorin Port,USA,45035,5,In Transit
SHIP00446,ORD00292,CONT78377,2024-12-26,2025-02-09,Chennai Port,Vietnam,97025,7,Delivered
SHIP00447,ORD02137,CONT46163,2024-04-17,2024-05-07,Tuticorin Port,South Korea,88077,1,In Transit
SHIP00448,ORD02557,CONT31686,2025-06-10,2025-07-16,Tuticorin Port,USA,39798,1,Delivered
SHIP00449,ORD00312,CONT38163,2024-12-21,2025-01-28,Chennai Port,Vietnam,124295,2,In Transit
SHIP00450,ORD02790,CONT70462,2024-02-12,2024-02-27,Chennai Port,Germany,37349,0,In Transit
SHIP00451,ORD02682,CONT76193,2024-08-07,2024-09-19,Chennai Port,Spain,135562,1,Delivered
SHIP00452,ORD00987,CONT78808,2024-01-11,2024-02-15,Tuticorin Port,Spain,132745,2,Delivered
SHIP00453,ORD00743,CONT74375,2024-11-21,2024-12-06,Tuticorin Port,Japan,31575,5,Delivered
SHIP00454,ORD01155,CONT49571,2024-11-15,2024-12-29,Chennai Port,Spain,39319,5,Delivered
SHIP00455,ORD02403,CONT26403,2025-08-29,2025-10-12,Chennai Port,Germany,96781,0,In Transit
SHIP00456,ORD01639,CONT26825,2024-09-01,2024-09-25,Chennai Port,Spain,75313,9,Delivered
SHIP00457,ORD02705,CONT38751,2025-11-20,2025-12-29,Chennai Port,Italy,104060,9,In Transit
SHIP00458,ORD01788,CONT72569,2024-08-07,2024-09-13,Chennai Port,Spain,72899,9,In Transit
SHIP00459,ORD02748,CONT64183,2025-03-29,2025-04-26,Chennai Port,UK,62511,10,In Transit
SHIP00460,ORD00693,CONT11764,2024-05-08,2024-05-26,Chennai Port,Spain,31224,8,In Transit
SHIP00461,ORD02536,CONT42683,2024-10-24,2024-12-05,Chennai Port,Japan,48130,9,In Transit
SHIP00462,ORD02239,CONT57390,2024-07-06,2024-07-21,Chennai Port,UK,80374,5,In Transit
SHIP00463,ORD01083,CONT48531,2024-01-25,2024-03-07,Tuticorin Port,USA,60140,7,In Transit
SHIP00464,ORD02852,CONT64042,2025-10-02,2025-10-17,Tuticorin Port,Japan,113385,9,In Transit
SHIP00465,ORD01175,CONT88775,2024-06-26,2024-07-29,Tuticorin Port,France,109695,8,In Transit
SHIP00466,ORD02423,CONT65103,2024-05-19,2024-06-08,Tuticorin Port,Germany,130908,10,In Transit
SHIP00467,ORD02761,CONT49486,2024-10-24,2024-11-11,Tuticorin Port,Italy,139705,7,Delivered
SHIP00468,ORD02449,CONT10789,2024-01-10,2024-02-20,Chennai Port,Vietnam,128883,8,In Transit
SHIP00469,ORD00631,CONT37066,2025-06-05,2025-06-21,Chennai Port,Vietnam,109489,4,In Transit
SHIP00470,ORD02572,CONT42414,2024-03-29,2024-04-23,Tuticorin Port,France,110268,7,Delivered
SHIP00471,ORD02364,CONT13180,2024-07-19,2024-08-31,Chennai Port,South Korea,126747,2,In Transit
SHIP00472,ORD00853,CONT63553,2025-05-31,2025-07-02,Chennai Port,Italy,97691,5,In Transit
SHIP00473,ORD00312,CONT48970,2024-04-06,2024-05-05,Tuticorin Port,Japan,30770,3,In Transit
SHIP00474,ORD00110,CONT60944,2024-10-10,2024-10-26,Tuticorin Port,USA,41887,1,In Transit
SHIP00475,ORD00124,CONT73713,2025-06-09,2025-06-30,Chennai Port,Vietnam,98341,0,In Transit
SHIP00476,ORD02567,CONT28826,2024-04-06,2024-05-14,Chennai Port,France,36678,4,In Transit
SHIP00477,ORD01223,CONT81557,2024-10-23,2024-11-13,Chennai Port,China,123443,4,In Transit
SHIP00478,ORD02486,CONT56145,2025-01-15,2025-02-05,Tuticorin Port,Vietnam,148383,8,In Transit
SHIP00479,ORD00138,CONT93331,2024-10-17,2024-11-27,Tuticorin Port,France,129768,4,In Transit
SHIP00480,ORD00543,CONT79505,2024-04-02,2024-05-09,Chennai Port,UK,84998,6,Delivered
SHIP00481,ORD01726,CONT23163,2024-11-14,2024-12-23,Chennai Port,USA,44440,7,In Transit
SHIP00482,ORD01575,CONT34270,2025-04-02,2025-05-17,Chennai Port,USA,75156,8,In Transit
SHIP00483,ORD02370,CONT27653,2024-11-17,2024-12-05,Tuticorin Port,Vietnam,138511,7,In Transit
SHIP00484,ORD01251,CONT10026,2024-06-15,2024-07-11,Tuticorin Port,France,122602,2,In Transit
SHIP00485,ORD00146,CONT33740,2025-10-21,2025-11-06,Chennai Port,South Korea,121210,3,In Transit
SHIP00486,ORD00847,CONT67747,2024-02-03,2024-03-08,Chennai Port,Germany,65537,2,In Transit
SHIP00487,ORD01332,CONT33408,2024-05-07,2024-05-30,Tuticorin Port,China,144693,2,In Transit
SHIP00488,ORD01703,CONT10161,2025-09-17,2025-10-05,Chennai Port,Japan,127534,10,In Transit
SHIP00489,ORD02047,CONT91890,2024-08-02,2024-08-26,Chennai Port,Vietnam,64182,7,Delivered
SHIP00490,ORD01239,CONT80001,2024-01-06,2024-01-25,Tuticorin Port,Italy,128513,1,Delivered
SHIP00491,ORD02522,CONT56226,2025-09-06,2025-10-08,Chennai Port,Italy,66093,5,In Transit
SHIP00492,ORD00720,CONT59397,2025-05-05,2025-05-20,Chennai Port,Germany,149327,3,In Transit
SHIP00493,ORD01032,CONT19864,2024-10-01,2024-11-12,Chennai Port,UK,56216,9,Delivered
SHIP00494,ORD02066,CONT84354,2024-04-06,2024-05-01,Tuticorin Port,South Korea,72857,4,Delivered
SHIP00495,ORD01195,CONT19100,2025-11-01,2025-12-13,Chennai Port,Spain,125004,0,In Transit
SHIP00496,ORD00302,CONT48549,2025-05-05,2025-06-12,Chennai Port,China,31235,9,In Transit
