Inspection_ID,Batch_No,Leather_Grade,Thickness_mm,Color_Consistency,Tensile_Strength,Moisture,Defects,Inspection_Result,Rejected_Qty,Inspector
Q00302,B03227,A,1.09,84.1,33.3,10.7,No Defect,Pass,17,Inspector 2
Q00303,B02755,A,1.62,85.9,17.9,9.9,No Defect,Pass,2,Inspector 3
Q00304,B02624,A,2.19,90.3,21.7,13.3,No Defect,Pass,6,Inspector 1
Q00305,B04670,A+,1.57,88.0,32.6,11.1,No Defect,Pass,12,Inspector 1
Q00306,B04198,C,1.64,87.4,22.0,8.5,Pinholes,Pass,0,Inspector 10
Q00307,B03797,A+,2.19,96.2,27.3,9.9,No Defect,Pass,23,Inspector 4
Q00308,B01578,Rejected,1.02,91.1,34.1,8.7,Wrinkles,Fail,19,Inspector 6
Q00309,B03955,A,0.96,86.9,21.0,11.1,No Defect,Pass,2,Inspector 10
Q00310,B06593,B,1.57,81.8,26.6,13.0,Loose Grain,Pass,0,Inspector 5
Q00311,B04085,A,0.88,87.6,16.5,12.3,No Defect,Pass,29,Inspector 8
Q00312,B01512,A,1.58,83.5,16.9,10.0,No Defect,Pass,15,Inspector 10
Q00313,B07992,B,1.79,87.9,31.2,8.6,Wrinkles,Pass,21,Inspector 8
Q00314,B03425,A,0.96,94.1,23.8,10.6,No Defect,Pass,22,Inspector 2
Q00315,B00872,Rejected,2.16,99.3,24.2,11.9,Uneven Dye,Fail,4,Inspector 1
Q00316,B04370,A+,1.98,90.3,19.7,10.4,No Defect,Pass,15,Inspector 6
Q00317,B04840,A,2.19,81.7,28.5,8.3,No Defect,Pass,5,Inspector 8
Q00318,B02446,C,1.79,89.4,33.2,11.6,Wrinkles,Pass,16,Inspector 6
Q00319,B04178,A+,1.29,83.8,22.7,10.9,No Defect,Pass,30,Inspector 3
Q00320,B04027,A+,1.67,100.0,19.1,8.7,No Defect,Pass,15,Inspector 8
Q00321,B02808,B,1.29,88.4,22.6,9.5,Pinholes,Pass,8,Inspector 8
Q00322,B05523,B,2.1,85.0,29.1,9.4,Loose Grain,Pass,13,Inspector 8
Q00323,B03153,A+,0.94,84.0,32.1,10.8,No Defect,Pass,1,Inspector 4
Q00324,B01545,A,1.68,84.3,27.0,11.5,No Defect,Pass,5,Inspector 10
Q00325,B00960,A,2.1,85.0,28.3,14.7,No Defect,Pass,28,Inspector 9
Q00326,B04491,A,0.83,89.5,23.0,8.0,No Defect,Pass,17,Inspector 1
Q00327,B05702,A+,1.39,83.1,32.8,12.7,No Defect,Pass,23,Inspector 9
Q00328,B04755,A+,1.27,94.1,26.8,13.2,No Defect,Pass,11,Inspector 2
Q00329,B03583,A,1.91,95.2,23.1,11.4,No Defect,Pass,9,Inspector 10
Q00330,B01761,B,1.18,92.1,21.8,12.4,Scars,Pass,27,Inspector 3
Q00331,B07016,A,1.69,82.7,24.2,10.9,No Defect,Pass,22,Inspector 9
Q00332,B05639,B,1.37,91.0,23.0,8.9,Wrinkles,Pass,18,Inspector 5
Q00333,B06083,A,0.89,87.8,30.7,8.1,No Defect,Pass,27,Inspector 9
Q00334,B05810,C,1.44,93.5,27.2,11.2,Pinholes,Pass,15,Inspector 5
Q00335,B02631,A,1.74,99.8,31.8,12.0,No Defect,Pass,24,Inspector 1
Q00336,B07306,A,1.83,84.1,23.7,14.6,No Defect,Pass,8,Inspector 9
Q00337,B06261,A,2.18,92.5,22.5,9.6,No Defect,Pass,13,Inspector 10
Q00338,B07623,B,1.83,88.9,20.6,8.0,Uneven Dye,Pass,7,Inspector 4
Q00339,B05682,C,0.92,99.1,18.0,10.9,Uneven Dye,Pass,12,Inspector 10
Q00340,B07075,A+,1.19,87.6,18.6,13.7,No Defect,Pass,10,Inspector 7
Q00341,B02904,B,1.65,90.0,33.8,8.2,Scars,Pass,26,Inspector 4
Q00342,B06357,A,1.01,84.4,31.9,13.0,No Defect,Pass,20,Inspector 10
Q00343,B07689,A,1.86,81.9,17.9,13.7,No Defect,Pass,8,Inspector 4
Q00344,B03964,Rejected,1.64,87.4,28.7,13.5,Scars,Fail,22,Inspector 6
Q00345,B01473,C,1.02,92.1,16.3,13.2,Wrinkles,Pass,3,Inspector 9
Q00346,B07545,B,0.81,82.7,22.2,8.2,Scars,Pass,8,Inspector 4
Q00347,B02225,B,2.2,90.7,17.5,10.8,Uneven Dye,Pass,16,Inspector 5
Q00348,B07704,A+,1.3,99.0,23.9,12.1,No Defect,Pass,18,Inspector 8
Q00349,B04414,B,1.57,97.0,22.1,11.9,Wrinkles,Pass,10,Inspector 1
Q00350,B02851,B,1.35,87.6,17.3,12.4,Uneven Dye,Pass,4,Inspector 5
Q00351,B01386,A,2.19,97.2,33.1,11.6,No Defect,Pass,26,Inspector 8
Q00352,B07900,Rejected,1.6,84.7,32.5,11.6,Uneven Dye,Fail,12,Inspector 9
Q00353,B01760,A+,1.01,87.3,21.6,14.1,No Defect,Pass,14,Inspector 1
Q00354,B07785,A,0.97,91.5,19.4,14.7,No Defect,Pass,28,Inspector 5
Q00355,B05935,B,1.45,81.2,22.2,11.3,Wrinkles,Pass,29,Inspector 1
Q00356,B04344,B,1.69,94.2,30.0,10.3,Scars,Pass,5,Inspector 3
Q00357,B03450,C,2.05,83.9,26.1,8.7,Loose Grain,Pass,0,Inspector 3
Q00358,B01338,A+,1.28,90.4,25.4,13.5,No Defect,Pass,23,Inspector 4
Q00359,B00821,A,1.57,87.3,20.2,11.0,No Defect,Pass,16,Inspector 5
Q00360,B07576,A+,1.48,83.2,27.6,12.5,No Defect,Pass,16,Inspector 3
Q00361,B07550,C,1.45,98.6,18.4,12.7,Scars,Pass,24,Inspector 9
Q00362,B06698,A+,2.0,84.4,24.4,9.9,No Defect,Pass,3,Inspector 4
Q00363,B03789,B,1.2,88.3,19.2,14.6,Pinholes,Pass,28,Inspector 6
Q00364,B00388,A+,1.8,97.8,19.9,8.3,No Defect,Pass,1,Inspector 5
Q00365,B00102,B,1.2,80.6,18.2,11.8,Loose Grain,Pass,28,Inspector 10
Q00366,B02602,A,1.62,92.2,22.2,12.1,No Defect,Pass,24,Inspector 2
Q00367,B06343,A+,1.04,90.0,31.5,12.1,No Defect,Pass,26,Inspector 3
Q00368,B06738,B,1.04,85.8,15.9,9.6,Scars,Pass,10,Inspector 1
Q00369,B07723,A,0.85,95.2,23.0,10.8,No Defect,Pass,24,Inspector 5
Q00370,B01686,B,0.91,90.9,25.1,14.7,Scars,Pass,6,Inspector 3
Q00371,B01018,A,2.03,85.7,31.0,8.9,No Defect,Pass,15,Inspector 9
Q00372,B04098,A+,1.2,88.5,32.9,12.7,No Defect,Pass,10,Inspector 2
Q00373,B01753,C,2.05,82.0,32.2,10.1,Loose Grain,Pass,12,Inspector 6
Q00374,B02175,A,1.68,83.7,18.5,13.1,No Defect,Pass,27,Inspector 6
Q00375,B06998,C,1.16,94.1,35.0,8.6,Pinholes,Pass,25,Inspector 6
Q00376,B05902,B,1.23,83.7,17.8,8.8,Pinholes,Pass,27,Inspector 4
Q00377,B02524,A+,1.82,91.3,31.9,14.4,No Defect,Pass,11,Inspector 10
Q00378,B04121,A,1.32,81.2,16.8,11.3,No Defect,Pass,3,Inspector 5
Q00379,B01160,A,2.0,99.0,33.6,11.3,No Defect,Pass,6,Inspector 8
Q00380,B05828,A+,1.83,91.1,24.5,13.2,No Defect,Pass,20,Inspector 4
Q00381,B02951,A,1.76,90.1,29.2,12.9,No Defect,Pass,7,Inspector 7
Q00382,B03120,A,1.66,80.8,34.5,10.1,No Defect,Pass,0,Inspector 10
Q00383,B03087,A,1.39,83.1,20.4,10.9,No Defect,Pass,18,Inspector 8
Q00384,B02713,A,0.96,94.5,18.9,12.2,No Defect,Pass,2,Inspector 8
Q00385,B07388,B,1.68,98.7,33.0,14.4,Uneven Dye,Pass,22,Inspector 7
Q00386,B00055,C,1.65,92.2,27.6,8.9,Scars,Pass,17,Inspector 7
Q00387,B03419,A+,1.8,91.9,21.1,8.6,No Defect,Pass,18,Inspector 3
Q00388,B05387,B,1.53,97.3,17.7,15.0,Wrinkles,Pass,21,Inspector 1
Q00389,B06002,A,0.94,94.3,33.8,8.1,No Defect,Pass,14,Inspector 5
Q00390,B04304,C,2.13,99.4,23.5,9.1,Wrinkles,Pass,16,Inspector 2
Q00391,B03770,A,1.7,92.5,25.4,8.4,No Defect,Pass,6,Inspector 1
Q00392,B03396,A,1.79,99.1,24.6,11.2,No Defect,Pass,6,Inspector 5
Q00393,B04086,B,2.08,88.2,22.4,8.4,Pinholes,Pass,28,Inspector 2
Q00394,B01678,A,1.31,99.5,26.9,14.0,No Defect,Pass,23,Inspector 4
Q00395,B06300,B,2.12,95.2,17.4,12.1,Loose Grain,Pass,18,Inspector 6
Q00396,B06174,C,1.49,91.0,24.2,13.6,Wrinkles,Pass,2,Inspector 6
Q00397,B04599,B,1.36,86.6,28.2,9.6,Loose Grain,Pass,2,Inspector 8
Q00398,B04431,B,1.83,87.3,17.0,11.1,Loose Grain,Pass,4,Inspector 2
Q00399,B04567,A+,2.2,88.1,34.9,14.7,No Defect,Pass,13,Inspector 2
Q00400,B00479,A,0.92,92.8,28.9,8.4,No Defect,Pass,12,Inspector 4
Q00401,B01555,A,0.87,90.5,16.3,8.1,No Defect,Pass,7,Inspector 7
Q00402,B05213,B,2.14,92.0,16.8,12.0,Loose Grain,Pass,20,Inspector 8
Q00403,B02899,B,1.95,91.9,28.0,14.2,Uneven Dye,Pass,0,Inspector 4
Q00404,B04646,B,1.65,99.9,31.2,8.6,Scars,Pass,18,Inspector 6
Q00405,B03112,A,2.13,96.6,26.7,14.5,No Defect,Pass,7,Inspector 9
Q00406,B07225,A,1.07,90.8,31.4,9.1,No Defect,Pass,16,Inspector 7
Q00407,B05813,A,1.72,82.2,33.3,11.9,No Defect,Pass,18,Inspector 5
Q00408,B04707,Rejected,1.27,93.7,25.1,8.8,Uneven Dye,Fail,9,Inspector 4
Q00409,B03106,C,1.86,83.8,15.7,9.4,Scars,Pass,4,Inspector 8
Q00410,B02955,Rejected,0.83,84.1,15.4,8.1,Wrinkles,Fail,24,Inspector 4
Q00411,B02034,B,0.81,81.2,20.8,8.3,Loose Grain,Pass,17,Inspector 10
Q00412,B01099,B,1.27,90.5,32.6,9.9,Uneven Dye,Pass,9,Inspector 6
Q00413,B01657,B,0.93,80.9,22.0,12.8,Pinholes,Pass,19,Inspector 9
Q00414,B04144,A+,1.3,97.0,21.2,13.7,No Defect,Pass,9,Inspector 9
Q00415,B00205,B,1.96,89.3,24.5,12.5,Loose Grain,Pass,29,Inspector 10
Q00416,B04653,A,0.9,91.6,15.2,14.8,No Defect,Pass,9,Inspector 2
Q00417,B06172,A+,2.15,85.6,30.0,12.8,No Defect,Pass,9,Inspector 1
Q00418,B07172,A,1.01,88.8,17.6,12.1,No Defect,Pass,23,Inspector 4
Q00419,B00135,B,1.84,99.1,28.2,11.3,Scars,Pass,5,Inspector 10
Q00420,B02721,B,1.53,89.0,19.6,13.4,Pinholes,Pass,24,Inspector 3
Q00421,B05216,A,1.44,95.8,18.7,13.1,No Defect,Pass,3,Inspector 10
Q00422,B05574,B,2.13,88.6,22.2,12.8,Loose Grain,Pass,3,Inspector 7
Q00423,B04730,B,1.38,96.6,22.5,14.5,Pinholes,Pass,2,Inspector 6
Q00424,B04991,A+,0.82,80.7,17.8,11.9,No Defect,Pass,29,Inspector 9
Q00425,B07825,A,1.66,80.5,24.6,13.8,No Defect,Pass,6,Inspector 8
Q00426,B07992,B,1.34,96.1,15.6,9.3,Uneven Dye,Pass,27,Inspector 5
Q00427,B07957,A,0.93,84.4,21.4,10.3,No Defect,Pass,13,Inspector 1
Q00428,B01501,Rejected,1.0,86.7,17.3,11.4,Loose Grain,Fail,1,Inspector 10
Q00429,B05292,C,2.14,88.9,34.3,10.1,Pinholes,Pass,10,Inspector 9
Q00430,B06427,A,0.93,82.5,34.3,11.4,No Defect,Pass,6,Inspector 8
Q00431,B01824,C,1.91,86.3,25.5,12.0,Loose Grain,Pass,15,Inspector 7
Q00432,B06928,A,0.97,85.2,24.0,14.3,No Defect,Pass,28,Inspector 1
Q00433,B01438,A,2.0,95.7,32.2,12.2,No Defect,Pass,13,Inspector 2
Q00434,B06612,A+,1.69,93.2,17.9,8.1,No Defect,Pass,22,Inspector 10
Q00435,B00460,C,0.94,87.5,21.2,14.9,Scars,Pass,29,Inspector 2
Q00436,B03870,Rejected,1.36,91.3,33.8,12.7,Scars,Fail,15,Inspector 7
Q00437,B05005,B,2.17,87.4,15.7,10.1,Scars,Pass,1,Inspector 2
Q00438,B02429,A+,1.29,99.0,31.0,12.4,No Defect,Pass,19,Inspector 8
Q00439,B07231,B,0.98,91.8,29.2,9.9,Loose Grain,Pass,13,Inspector 2
Q00440,B05165,B,0.92,94.2,20.2,8.6,Wrinkles,Pass,22,Inspector 4
Q00441,B07673,C,1.13,91.6,23.9,13.5,Scars,Pass,5,Inspector 7
Q00442,B00458,A,1.43,93.9,20.9,10.9,No Defect,Pass,7,Inspector 2
Q00443,B01252,A+,1.26,92.6,34.1,8.7,No Defect,Pass,28,Inspector 10
Q00444,B03396,A,1.1,88.8,18.4,11.1,No Defect,Pass,4,Inspector 1
Q00445,B03004,A,1.7,87.0,17.4,13.1,No Defect,Pass,27,Inspector 5
Q00446,B04057,A,1.09,88.2,23.5,12.9,No Defect,Pass,5,Inspector 7
Q00447,B06701,A+,1.58,88.0,32.7,14.7,No Defect,Pass,4,Inspector 6
Q00448,B04474,A+,2.1,82.2,26.1,13.8,No Defect,Pass,24,Inspector 1
Q00449,B03043,C,0.88,83.9,31.3,12.9,Pinholes,Pass,25,Inspector 5
Q00450,B01870,B,1.89,89.6,19.4,13.2,Scars,Pass,14,Inspector 6
Q00451,B05407,B,1.22,94.1,19.2,9.6,Loose Grain,Pass,28,Inspector 7
Q00452,B00208,B,1.89,91.2,18.5,8.1,Pinholes,Pass,4,Inspector 8
Q00453,B00073,C,2.07,80.9,23.0,10.8,Scars,Pass,9,Inspector 4
Q00454,B05792,C,1.82,94.6,28.4,11.6,Loose Grain,Pass,24,Inspector 9
Q00455,B04655,A+,2.06,86.9,32.3,8.7,No Defect,Pass,2,Inspector 1
Q00456,B07165,A,1.72,94.4,17.3,12.8,No Defect,Pass,30,Inspector 10
Q00457,B06752,B,2.13,90.2,19.6,8.2,Scars,Pass,12,Inspector 3
Q00458,B04251,A,1.26,89.1,20.5,11.8,No Defect,Pass,6,Inspector 1
Q00459,B02890,B,1.76,87.2,30.7,10.2,Uneven Dye,Pass,16,Inspector 6
Q00460,B01536,A,1.82,82.4,26.0,8.1,No Defect,Pass,20,Inspector 3
Q00461,B01024,A,1.85,86.5,24.8,13.0,No Defect,Pass,27,Inspector 8
Q00462,B01074,A,1.75,99.7,21.5,12.0,No Defect,Pass,9,Inspector 1
Q00463,B06987,B,2.09,81.6,29.1,9.0,Uneven Dye,Pass,0,Inspector 5
Q00464,B07606,A,0.93,94.3,33.9,12.5,No Defect,Pass,24,Inspector 1
Q00465,B06276,A+,1.13,97.7,28.9,8.4,No Defect,Pass,12,Inspector 5
Q00466,B07020,A,1.89,89.5,32.4,13.4,No Defect,Pass,11,Inspector 5
Q00467,B00094,A,1.1,93.2,32.1,14.7,No Defect,Pass,30,Inspector 3
Q00468,B07586,A,1.33,91.6,33.8,14.9,No Defect,Pass,18,Inspector 9
Q00469,B01474,A,1.76,81.2,35.0,12.0,No Defect,Pass,14,Inspector 10
Q00470,B05603,A+,1.21,80.2,21.3,12.5,No Defect,Pass,14,Inspector 4
Q00471,B05468,A,1.69,95.6,17.3,8.2,No Defect,Pass,27,Inspector 3
Q00472,B04778,A+,2.09,85.6,16.4,14.3,No Defect,Pass,22,Inspector 9
Q00473,B05130,B,1.85,85.3,29.4,9.2,Pinholes,Pass,4,Inspector 1
Q00474,B05254,A+,1.56,85.2,17.0,11.9,No Defect,Pass,28,Inspector 7
Q00475,B06786,A,1.45,85.2,28.1,14.2,No Defect,Pass,15,Inspector 3
Q00476,B06157,B,1.25,85.6,24.5,13.1,Scars,Pass,19,Inspector 3
Q00477,B03954,B,1.12,89.0,30.0,10.9,Uneven Dye,Pass,19,Inspector 9
Q00478,B06852,A,1.49,93.9,15.5,11.6,No Defect,Pass,26,Inspector 5
Q00479,B01533,A,0.95,86.7,24.4,8.4,No Defect,Pass,17,Inspector 4
Q00480,B04492,A+,2.16,84.6,24.5,9.3,No Defect,Pass,28,Inspector 2
Q00481,B02815,B,1.87,94.1,17.3,10.0,Pinholes,Pass,5,Inspector 8
Q00482,B06314,A,1.79,93.2,23.7,13.5,No Defect,Pass,20,Inspector 10
Q00483,B07452,Rejected,0.93,95.4,34.7,11.4,Pinholes,Fail,1,Inspector 10
Q00484,B01769,A,1.63,89.0,20.6,11.4,No Defect,Pass,4,Inspector 10
Q00485,B03211,Rejected,2.05,89.3,16.3,12.5,Wrinkles,Fail,1,Inspector 10
Q00486,B07314,B,2.03,88.3,33.8,8.5,Scars,Pass,25,Inspector 9
Q00487,B01535,A,1.94,90.7,26.9,12.9,No Defect,Pass,25,Inspector 7
Q00488,B03347,Rejected,0.9,99.0,32.2,14.8,Loose Grain,Fail,0,Inspector 7
Q00489,B01381,C,1.07,83.2,17.4,8.4,Pinholes,Pass,3,Inspector 2
Q00490,B06567,Rejected,1.55,80.6,23.7,13.7,Uneven Dye,Fail,26,Inspector 9
Q00491,B07595,A,1.84,84.8,27.3,9.5,No Defect,Pass,4,Inspector 4
Q00492,B06388,A,1.43,83.4,24.0,14.9,No Defect,Pass,0,Inspector 9
Q00493,B02069,B,1.75,89.7,34.0,8.1,Wrinkles,Pass,9,Inspector 3
Q00494,B07659,B,0.86,80.7,19.9,9.8,Uneven Dye,Pass,19,Inspector 4
Q00495,B02018,A,1.83,84.2,21.4,10.7,No Defect,Pass,23,Inspector 3
Q00496,B05838,A+,0.97,97.9,18.6,8.5,No Defect,Pass,25,Inspector 4
Q00497,B07374,B,0.81,99.1,33.7,12.2,Loose Grain,Pass,19,Inspector 4
Q00498,B04792,A,0.97,99.0,18.9,10.7,No Defect,Pass,9,Inspector 1
Q00499,B01328,C,0.88,83.1,24.7,14.2,Wrinkles,Pass,2,Inspector 1
Q00500,B01333,A+,1.39,94.5,31.2,14.6,No Defect,Pass,4,Inspector 7
Q00501,B05725,A,2.01,92.8,19.7,9.0,No Defect,Pass,16,Inspector 8
Q00502,B02191,A,1.51,87.9,34.4,11.9,No Defect,Pass,28,Inspector 5
Q00503,B00731,A,1.46,87.9,15.9,11.0,No Defect,Pass,10,Inspector 6
Q00504,B00207,A,1.87,82.3,31.4,9.4,No Defect,Pass,19,Inspector 10
Q00505,B02288,A+,1.38,82.5,26.7,12.0,No Defect,Pass,16,Inspector 4
Q00506,B07527,A,2.02,98.9,18.4,12.6,No Defect,Pass,29,Inspector 4
Q00507,B01743,A+,0.85,82.0,25.6,12.4,No Defect,Pass,6,Inspector 3
Q00508,B06961,A,1.72,96.2,34.2,9.1,No Defect,Pass,2,Inspector 5
Q00509,B06277,C,1.12,85.8,31.5,9.0,Uneven Dye,Pass,30,Inspector 10
Q00510,B05448,A,1.19,80.3,28.8,8.7,No Defect,Pass,20,Inspector 2
Q00511,B01744,A,1.3,83.0,18.3,14.0,No Defect,Pass,11,Inspector 5
Q00512,B01972,A+,1.28,84.3,29.9,10.0,No Defect,Pass,20,Inspector 6
Q00513,B02152,A+,2.17,90.8,32.9,11.4,No Defect,Pass,14,Inspector 5
Q00514,B02263,A,1.44,93.1,27.3,10.8,No Defect,Pass,24,Inspector 3
Q00515,B06385,A,0.9,87.2,19.3,13.7,No Defect,Pass,0,Inspector 10
Q00516,B07673,A+,2.03,98.7,28.6,11.7,No Defect,Pass,5,Inspector 5
Q00517,B00599,A+,1.83,89.9,15.7,11.8,No Defect,Pass,16,Inspector 4
Q00518,B05967,A,1.61,87.8,19.0,12.9,No Defect,Pass,8,Inspector 6
Q00519,B05084,C,1.9,86.3,15.4,11.9,Pinholes,Pass,9,Inspector 4
Q00520,B06359,A+,1.84,81.6,23.7,10.3,No Defect,Pass,20,Inspector 2
Q00521,B03066,B,0.89,85.2,18.2,11.3,Wrinkles,Pass,15,Inspector 5
Q00522,B06794,A+,1.2,96.7,18.3,13.9,No Defect,Pass,21,Inspector 1
Q00523,B00971,C,0.97,82.7,17.3,9.0,Scars,Pass,0,Inspector 1
Q00524,B00933,A,1.83,88.7,30.2,13.0,No Defect,Pass,10,Inspector 5
Q00525,B01630,B,1.23,97.2,25.3,14.8,Loose Grain,Pass,19,Inspector 8
Q00526,B07249,A+,1.47,88.8,22.9,9.3,No Defect,Pass,2,Inspector 1
Q00527,B04219,B,2.18,86.8,23.9,11.8,Uneven Dye,Pass,24,Inspector 7
Q00528,B04309,B,1.51,98.6,32.0,9.3,Uneven Dye,Pass,15,Inspector 7
Q00529,B05899,A,2.11,89.4,20.2,14.9,No Defect,Pass,23,Inspector 3
Q00530,B04733,B,2.01,98.1,18.6,12.7,Loose Grain,Pass,23,Inspector 6
Q00531,B03710,A,1.56,88.0,25.7,13.0,No Defect,Pass,3,Inspector 4
Q00532,B04442,A,1.68,83.2,21.1,8.2,No Defect,Pass,30,Inspector 1
Q00533,B00640,A+,1.13,88.7,29.4,13.3,No Defect,Pass,1,Inspector 1
Q00534,B07897,A,1.43,97.9,19.7,13.6,No Defect,Pass,28,Inspector 9
Q00535,B01253,B,1.42,93.2,15.1,14.8,Scars,Pass,9,Inspector 1
Q00536,B01268,A,0.88,89.8,31.8,13.0,No Defect,Pass,11,Inspector 10
Q00537,B04603,A+,1.85,91.1,22.0,11.0,No Defect,Pass,1,Inspector 10
Q00538,B03301,A,1.99,90.8,28.8,10.8,No Defect,Pass,1,Inspector 4
Q00539,B06200,B,1.83,91.8,32.0,14.4,Uneven Dye,Pass,26,Inspector 8
Q00540,B06750,C,1.26,84.3,19.1,9.8,Pinholes,Pass,16,Inspector 10
Q00541,B01882,Rejected,1.1,89.3,16.4,13.9,Pinholes,Fail,20,Inspector 8
Q00542,B00877,A+,1.05,88.2,24.2,11.1,No Defect,Pass,27,Inspector 9
Q00543,B01564,C,2.01,97.7,30.0,9.8,Uneven Dye,Pass,30,Inspector 3
Q00544,B04010,B,2.11,96.0,27.3,13.0,Pinholes,Pass,17,Inspector 3
Q00545,B04724,A,1.4,81.3,15.0,9.1,No Defect,Pass,9,Inspector 4
Q00546,B01511,B,1.16,95.9,22.0,12.4,Pinholes,Pass,12,Inspector 10
Q00547,B04857,C,1.17,90.9,19.5,12.1,Uneven Dye,Pass,23,Inspector 2
Q00548,B00840,A+,0.89,92.1,20.0,11.9,No Defect,Pass,2,Inspector 7
Q00549,B05105,A,1.56,90.1,24.1,8.3,No Defect,Pass,30,Inspector 2
Q00550,B04232,A+,1.32,87.2,20.2,14.2,No Defect,Pass,22,Inspector 8
Q00551,B07082,A,1.88,85.8,23.5,12.3,No Defect,Pass,17,Inspector 4
Q00552,B02042,B,1.88,96.3,20.1,8.5,Uneven Dye,Pass,12,Inspector 3
Q00553,B01512,B,1.02,90.0,33.7,12.1,Uneven Dye,Pass,2,Inspector 2
Q00554,B06798,B,2.12,81.7,25.1,12.0,Uneven Dye,Pass,17,Inspector 4
Q00555,B00755,Rejected,1.42,85.5,15.5,14.4,Scars,Fail,9,Inspector 4
Q00556,B04704,A+,0.98,80.5,23.1,9.1,No Defect,Pass,21,Inspector 8
Q00557,B06686,A,1.47,91.3,17.4,12.8,No Defect,Pass,17,Inspector 2
Q00558,B06341,Rejected,1.71,96.1,23.6,13.9,Uneven Dye,Fail,0,Inspector 6
Q00559,B02462,A+,1.68,91.5,18.9,9.4,No Defect,Pass,29,Inspector 1
Q00560,B04111,B,1.04,97.8,32.1,13.1,Wrinkles,Pass,5,Inspector 6
Q00561,B06467,A+,0.97,98.5,19.6,8.7,No Defect,Pass,29,Inspector 6
Q00562,B06598,A,1.68,83.9,30.8,12.2,No Defect,Pass,1,Inspector 8
Q00563,B03712,A+,0.93,95.8,29.5,14.5,No Defect,Pass,16,Inspector 3
Q00564,B01754,A+,1.46,84.2,33.9,8.2,No Defect,Pass,11,Inspector 1
Q00565,B00017,B,2.05,93.7,31.3,8.7,Loose Grain,Pass,21,Inspector 1
Q00566,B02904,A+,1.65,86.4,17.0,11.9,No Defect,Pass,28,Inspector 6
Q00567,B00479,A,1.8,84.3,18.2,12.5,No Defect,Pass,23,Inspector 5
Q00568,B06852,A+,1.0,92.2,28.2,14.6,No Defect,Pass,30,Inspector 7
Q00569,B06213,A+,2.0,98.4,26.7,13.2,No Defect,Pass,7,Inspector 4
Q00570,B06111,C,1.27,83.2,22.2,8.4,Uneven Dye,Pass,20,Inspector 3
Q00571,B03703,A,0.96,87.8,27.2,12.7,No Defect,Pass,2,Inspector 10
Q00572,B02228,B,1.65,81.5,33.9,14.9,Loose Grain,Pass,7,Inspector 1
Q00573,B01771,A,1.37,96.9,25.8,14.3,No Defect,Pass,20,Inspector 10
Q00574,B04849,A+,1.76,93.3,30.3,13.4,No Defect,Pass,8,Inspector 5
Q00575,B03037,B,1.32,92.5,19.3,13.1,Scars,Pass,5,Inspector 8
Q00576,B01305,A,1.25,90.0,16.9,10.4,No Defect,Pass,17,Inspector 10
Q00577,B00857,A,2.13,85.5,32.7,10.0,No Defect,Pass,2,Inspector 3
Q00578,B00059,A,1.27,95.7,19.0,14.6,No Defect,Pass,30,Inspector 1
Q00579,B01562,B,1.34,82.3,18.8,13.9,Loose Grain,Pass,28,Inspector 8
Q00580,B00260,A,0.97,95.9,25.6,8.3,No Defect,Pass,20,Inspector 8
Q00581,B01319,B,0.93,81.7,32.0,11.3,Uneven Dye,Pass,8,Inspector 3
Q00582,B01434,A,1.23,88.5,29.4,12.0,No Defect,Pass,21,Inspector 5
Q00583,B07946,B,1.7,83.5,28.9,10.8,Wrinkles,Pass,15,Inspector 5
Q00584,B07191,B,1.81,88.6,16.8,13.8,Loose Grain,Pass,0,Inspector 4
Q00585,B04800,B,1.38,81.7,29.5,10.0,Uneven Dye,Pass,4,Inspector 3
Q00586,B02765,A,1.76,82.4,32.9,13.8,No Defect,Pass,30,Inspector 3
Q00587,B03779,B,1.93,87.3,22.4,8.7,Wrinkles,Pass,2,Inspector 10
Q00588,B04409,B,2.04,93.4,15.9,14.8,Pinholes,Pass,6,Inspector 6
Q00589,B03844,B,1.51,87.9,28.7,13.4,Uneven Dye,Pass,5,Inspector 4
Q00590,B05050,B,0.9,94.3,23.1,11.9,Pinholes,Pass,28,Inspector 8
Q00591,B07746,A+,1.22,89.3,32.0,9.5,No Defect,Pass,15,Inspector 2
Q00592,B02223,A,0.98,92.0,22.8,9.4,No Defect,Pass,9,Inspector 6
Q00593,B03171,C,1.82,99.6,15.6,8.6,Wrinkles,Pass,17,Inspector 2
Q00594,B07820,A+,1.27,86.9,17.2,14.0,No Defect,Pass,9,Inspector 2
Q00595,B02706,B,0.97,84.0,20.8,13.6,Pinholes,Pass,25,Inspector 10
Q00596,B02242,B,1.03,92.0,17.4,10.3,Uneven Dye,Pass,27,Inspector 7
Q00597,B02805,A+,0.81,96.4,16.8,10.5,No Defect,Pass,14,Inspector 3
Q00598,B05362,A,2.04,91.8,33.3,9.2,No Defect,Pass,14,Inspector 6
Q00599,B04672,B,1.83,97.3,29.7,13.9,Wrinkles,Pass,25,Inspector 5
Q00600,B06275,Rejected,1.7,90.0,33.2,8.6,Wrinkles,Fail,7,Inspector 2
Q00601,B01019,C,2.09,87.7,19.4,12.4,Wrinkles,Pass,7,Inspector 10
Q00602,B07994,A+,1.64,92.4,31.6,12.5,No Defect,Pass,24,Inspector 9
Q00603,B02874,A,1.49,80.8,31.8,10.2,No Defect,Pass,16,Inspector 10
